formula,anon,label
"Li: 2, Mn: 1, Co: 3, O: 8","elem_7346: 2, elem_1223: 1, elem_9394: 3, elem_9902: 8",1
"Li: 2, Mn: 1, Cu: 3, O: 8","elem_7346: 2, elem_1223: 1, elem_1377: 3, elem_9902: 8",1
"Li: 2, Mn: 1, Ge: 1, S: 4","elem_7346: 2, elem_1223: 1, elem_6419: 1, elem_9062: 4",0
"Li: 2, Mn: 1, Ni: 3, O: 8","elem_7346: 2, elem_1223: 1, elem_7611: 3, elem_9902: 8",1
"Li: 2, Mn: 1, O: 2, F: 1","elem_7346: 2, elem_1223: 1, elem_9902: 2, elem_6130: 1",1
"Li: 2, Mo: 2, Se: 2, O: 11","elem_7346: 2, elem_3373: 2, elem_7611: 2, elem_9902: 11",0
"Li: 2, Nb: 2, P: 3, O: 12","elem_7346: 2, elem_9559: 2, elem_4874: 3, elem_9902: 12",1
"Li: 2, Nd: 1, As: 2","elem_7346: 2, elem_2768: 1, elem_2057: 2",1
"Li: 2, Nd: 1, Sb: 2","elem_7346: 2, elem_2768: 1, elem_3476: 2",1
"Li: 2, Ni: 2, Sb: 1, O: 6","elem_7346: 2, elem_7611: 2, elem_3476: 1, elem_9902: 6",1
"Li: 2, Ni: 3, Te: 1, O: 8","elem_7346: 2, elem_7611: 3, elem_4345: 1, elem_9902: 8",1
"Li: 2, Ni: 5, P: 4, O: 16","elem_7346: 2, elem_7611: 5, elem_4874: 4, elem_9902: 16",1
"Li: 2, Pm: 1, Al: 1","elem_7346: 2, elem_8386: 1, elem_3486: 1",1
"Li: 2, Pm: 1, Ge: 1","elem_7346: 2, elem_8386: 1, elem_6419: 1",1
"Li: 2, Pr: 1, In: 1","elem_7346: 2, elem_1103: 1, elem_2476: 1",1
"Li: 2, Pr: 1, P: 2","elem_7346: 2, elem_1103: 1, elem_4874: 2",1
"Li: 2, Pt: 1, O: 3","elem_7346: 2, elem_4859: 1, elem_9902: 3",0
"Li: 2, Si: 4, Ni: 5, O: 14","elem_7346: 2, elem_1995: 4, elem_7611: 5, elem_9902: 14",1
"Li: 2, Si: 1, Hg: 1, S: 4","elem_7346: 2, elem_1995: 1, elem_7286: 1, elem_9062: 4",0
"Li: 2, Sn: 5","elem_7346: 2, elem_8076: 5",1
"Li: 2, Sn: 1, Hg: 1, S: 4","elem_7346: 2, elem_8076: 1, elem_7286: 1, elem_9062: 4",0
"Li: 2, Sn: 1, Ir: 1","elem_7346: 2, elem_8076: 1, elem_7311: 1",1
"Li: 2, Te: 1, Mo: 1, O: 6","elem_7346: 2, elem_4345: 1, elem_3373: 1, elem_9902: 6",0
"Li: 2, Te: 1, W: 1, O: 6","elem_7346: 2, elem_4345: 1, elem_7486: 1, elem_9902: 6",0
"Li: 2, Ti: 3, Fe: 1, O: 8","elem_7346: 2, elem_7235: 3, elem_7694: 1, elem_9902: 8",1
"Li: 2, Ti: 1, Mn: 3, O: 8","elem_7346: 2, elem_7235: 1, elem_1223: 3, elem_9902: 8",1
"Li: 2, Tl: 1, Ag: 1","elem_7346: 2, elem_2582: 1, elem_3063: 1",1
"Li: 2, U: 1, Mo: 2, O: 10","elem_7346: 2, elem_8131: 1, elem_3373: 2, elem_9902: 10",1
"Li: 2, V: 2, F: 7","elem_7346: 2, elem_4182: 2, elem_6130: 7",1
"Li: 2, V: 3, Cr: 1, O: 8","elem_7346: 2, elem_4182: 3, elem_2802: 1, elem_9902: 8",1
"Li: 2, V: 3, Fe: 1, O: 8","elem_7346: 2, elem_4182: 3, elem_7694: 1, elem_9902: 8",1
"Li: 2, Yb: 1, Pb: 1","elem_7346: 2, elem_4678: 1, elem_5427: 1",1
"Li: 2, Zn: 1, Ge: 1","elem_7346: 2, elem_7038: 1, elem_6419: 1",0
"Li: 2, Zn: 1, Ge: 1, Se: 4","elem_7346: 2, elem_7038: 1, elem_6419: 1, elem_7611: 4",0
"Li: 2, Zn: 1, Sn: 1, S: 4","elem_7346: 2, elem_7038: 1, elem_8076: 1, elem_9062: 4",0
"Li: 2, Zn: 1, Sn: 1, Se: 4","elem_7346: 2, elem_7038: 1, elem_8076: 1, elem_7611: 4",0
"Li: 3, Co: 4, O: 8","elem_7346: 3, elem_9394: 4, elem_9902: 8",1
"Li: 3, Cu: 4, O: 4","elem_7346: 3, elem_1377: 4, elem_9902: 4",1
"Li: 3, Cu: 2, O: 4","elem_7346: 3, elem_1377: 2, elem_9902: 4",1
"Li: 3, Al: 1, P: 2","elem_7346: 3, elem_3486: 1, elem_4874: 2",0
"Li: 3, Al: 1, Te: 4, O: 11","elem_7346: 3, elem_3486: 1, elem_4345: 4, elem_9902: 11",0
"Li: 3, Bi: 1","elem_7346: 3, elem_9183: 1",0
"Li: 3, C: 1","elem_7346: 3, elem_2375: 1",1
"Li: 3, Co: 1, Ni: 4, O: 8","elem_7346: 3, elem_9394: 1, elem_7611: 4, elem_9902: 8",1
"Li: 3, Co: 2, Ge: 3, O: 12","elem_7346: 3, elem_9394: 2, elem_6419: 3, elem_9902: 12",1
"Li: 3, Co: 3, Sb: 1, O: 8","elem_7346: 3, elem_9394: 3, elem_3476: 1, elem_9902: 8",1
"Li: 3, Co: 4, Te: 1, O: 8","elem_7346: 3, elem_9394: 4, elem_4345: 1, elem_9902: 8",1
"Li: 3, Cr: 1, Ni: 4, O: 8","elem_7346: 3, elem_2802: 1, elem_7611: 4, elem_9902: 8",1
"Li: 3, Cr: 3, Cu: 2, O: 12","elem_7346: 3, elem_2802: 3, elem_1377: 2, elem_9902: 12",1
"Li: 3, Cr: 1, Co: 3, O: 8","elem_7346: 3, elem_2802: 1, elem_9394: 3, elem_9902: 8",1
"Li: 3, Cr: 1, O: 4","elem_7346: 3, elem_2802: 1, elem_9902: 4",1
"Li: 3, Cu: 4, Ni: 1, O: 8","elem_7346: 3, elem_1377: 4, elem_7611: 1, elem_9902: 8",1
"Li: 3, Dy: 1","elem_7346: 3, elem_5122: 1",1
"Li: 3, Fe: 1, Co: 4, O: 8","elem_7346: 3, elem_7694: 1, elem_9394: 4, elem_9902: 8",1
"Li: 3, Fe: 1, Sb: 4, O: 12","elem_7346: 3, elem_7694: 1, elem_3476: 4, elem_9902: 12",1
"Li: 3, Fe: 2, Sb: 1, O: 6","elem_7346: 3, elem_7694: 2, elem_3476: 1, elem_9902: 6",1
"Li: 3, Fe: 1, Ni: 3, O: 8","elem_7346: 3, elem_7694: 1, elem_7611: 3, elem_9902: 8",1
"Li: 3, Fe: 1, S: 3","elem_7346: 3, elem_7694: 1, elem_9062: 3",1
"Li: 3, Fe: 1, Te: 4, O: 11","elem_7346: 3, elem_7694: 1, elem_4345: 4, elem_9902: 11",0
"Li: 3, Ga: 1, Te: 4, O: 11","elem_7346: 3, elem_6849: 1, elem_4345: 4, elem_9902: 11",0
"Li: 3, Mn: 1, Cu: 2, O: 6","elem_7346: 3, elem_1223: 1, elem_1377: 2, elem_9902: 6",1
"Li: 3, Mn: 1, Ni: 2, O: 6","elem_7346: 3, elem_1223: 1, elem_7611: 2, elem_9902: 6",1
"Li: 3, Mn: 2, Co: 2, O: 8","elem_7346: 3, elem_1223: 2, elem_9394: 2, elem_9902: 8",1
"Li: 3, Mn: 2, P: 3, O: 12","elem_7346: 3, elem_1223: 2, elem_4874: 3, elem_9902: 12",1
"Li: 3, Mn: 2, Cu: 1, O: 6","elem_7346: 3, elem_1223: 2, elem_1377: 1, elem_9902: 6",1
"Li: 3, Mn: 3, Ni: 1, O: 8","elem_7346: 3, elem_1223: 3, elem_7611: 1, elem_9902: 8",1
"Li: 3, Mn: 3, W: 1, O: 8","elem_7346: 3, elem_1223: 3, elem_7486: 1, elem_9902: 8",1
"Li: 3, Mn: 4, P: 6, O: 24","elem_7346: 3, elem_1223: 4, elem_4874: 6, elem_9902: 24",1
"Li: 3, Mn: 4, O: 8","elem_7346: 3, elem_1223: 4, elem_9902: 8",1
"Li: 3, Mn: 1, As: 2","elem_7346: 3, elem_1223: 1, elem_2057: 2",1
"Li: 3, Mo: 2, P: 5, O: 18","elem_7346: 3, elem_3373: 2, elem_4874: 5, elem_9902: 18",1
"Li: 3, Ni: 1, Sb: 4, O: 12","elem_7346: 3, elem_7611: 1, elem_3476: 4, elem_9902: 12",1
"Li: 3, Ni: 2, Ge: 3, O: 12","elem_7346: 3, elem_7611: 2, elem_6419: 3, elem_9902: 12",1
"Li: 3, Ni: 3, P: 4, O: 16","elem_7346: 3, elem_7611: 3, elem_4874: 4, elem_9902: 16",1
"Li: 3, P: 1, S: 4","elem_7346: 3, elem_4874: 1, elem_9062: 4",0
"Li: 3, Sc: 1, N: 2","elem_7346: 3, elem_1684: 1, elem_4922: 2",0
"Li: 3, Si: 3, Ag: 2","elem_7346: 3, elem_1995: 3, elem_3063: 2",1
"Li: 3, Ti: 2, P: 3, O: 12","elem_7346: 3, elem_7235: 2, elem_4874: 3, elem_9902: 12",1
"Li: 3, Ti: 3, P: 4, O: 16","elem_7346: 3, elem_7235: 3, elem_4874: 4, elem_9902: 16",1
"Li: 3, V: 12, O: 29","elem_7346: 3, elem_4182: 12, elem_9902: 29",1
"Li: 3, V: 4, Fe: 1, O: 12","elem_7346: 3, elem_4182: 4, elem_7694: 1, elem_9902: 12",1
"Li: 3, V: 4, Ni: 1, O: 12","elem_7346: 3, elem_4182: 4, elem_7611: 1, elem_9902: 12",1
"Li: 3, V: 1, O: 1, F: 5","elem_7346: 3, elem_4182: 1, elem_9902: 1, elem_6130: 5",1
"Li: 4, Fe: 9, O: 18","elem_7346: 4, elem_7694: 9, elem_9902: 18",1
"Li: 4.5, Al: 0.5, Te: 1, O: 6","elem_7346: 4.5, elem_3486: 0.5, elem_4345: 1, elem_9902: 6",0
"Li: 4.5, Cr: 0.5, Te: 1, O: 6","elem_7346: 4.5, elem_2802: 0.5, elem_4345: 1, elem_9902: 6",0
"Li: 4.5, Fe: 0.5, Te: 1, O: 6","elem_7346: 4.5, elem_7694: 0.5, elem_4345: 1, elem_9902: 6",0
"Li: 4.5, Ga: 0.5, Te: 1, O: 6","elem_7346: 4.5, elem_6849: 0.5, elem_4345: 1, elem_9902: 6",0
"Li: 4.5, Mn: 0.5, Te: 1, O: 6","elem_7346: 4.5, elem_1223: 0.5, elem_4345: 1, elem_9902: 6",0
"Li: 4, Co: 2, Ni: 3, O: 10","elem_7346: 4, elem_9394: 2, elem_7611: 3, elem_9902: 10",1
"Li: 4, Co: 3, Cu: 1, O: 8","elem_7346: 4, elem_9394: 3, elem_1377: 1, elem_9902: 8",1
"Li: 4, Co: 5, Sb: 1, O: 12","elem_7346: 4, elem_9394: 5, elem_3476: 1, elem_9902: 12",1
"Li: 4, Cr: 3, Ni: 1, O: 8","elem_7346: 4, elem_2802: 3, elem_7611: 1, elem_9902: 8",1
"Li: 4, Cr: 1, O: 5","elem_7346: 4, elem_2802: 1, elem_9902: 5",1
"Li: 4, Cu: 1, P: 2, O: 8","elem_7346: 4, elem_1377: 1, elem_4874: 2, elem_9902: 8",1
"Li: 4, Fe: 2, Cu: 3, O: 10","elem_7346: 4, elem_7694: 2, elem_1377: 3, elem_9902: 10",1
"Li: 4, Fe: 3, Ni: 1, O: 8","elem_7346: 4, elem_7694: 3, elem_7611: 1, elem_9902: 8",1
"Li: 4, Fe: 7, O: 2, F: 14","elem_7346: 4, elem_7694: 7, elem_9902: 2, elem_6130: 14",1
"Li: 4, Fe: 1, Ni: 3, O: 8","elem_7346: 4, elem_7694: 1, elem_7611: 3, elem_9902: 8",1
"Li: 4, Hg: 1, Ge: 2, S: 7","elem_7346: 4, elem_7286: 1, elem_6419: 2, elem_9062: 7",0
"Li: 4, Mg: 1, Ni: 3, O: 8","elem_7346: 4, elem_7398: 1, elem_7611: 3, elem_9902: 8",1
"Li: 4, Mn: 1, W: 3, O: 12","elem_7346: 4, elem_1223: 1, elem_7486: 3, elem_9902: 12",1
"Li: 4, Mn: 3, Cr: 3, O: 12","elem_7346: 4, elem_1223: 3, elem_2802: 3, elem_9902: 12",1
"Li: 4, Mn: 5, Cu: 3, O: 16","elem_7346: 4, elem_1223: 5, elem_1377: 3, elem_9902: 16",1
"Li: 4, Mn: 5, Nb: 3, O: 16","elem_7346: 4, elem_1223: 5, elem_9559: 3, elem_9902: 16",1
"Li: 4, Mn: 5, Nb: 1, O: 12","elem_7346: 4, elem_1223: 5, elem_9559: 1, elem_9902: 12",1
"Li: 4, Mn: 5, Ni: 3, O: 16","elem_7346: 4, elem_1223: 5, elem_7611: 3, elem_9902: 16",1
"Li: 4, Nb: 1, Ni: 3, O: 8","elem_7346: 4, elem_9559: 1, elem_7611: 3, elem_9902: 8",1
"Li: 4, Ni: 2, P: 3, O: 12","elem_7346: 4, elem_7611: 2, elem_4874: 3, elem_9902: 12",1
"Li: 4, Ni: 3, Bi: 1, O: 8","elem_7346: 4, elem_7611: 3, elem_9183: 1, elem_9902: 8",1
"Li: 4, Ti: 5, Cr: 3, O: 16","elem_7346: 4, elem_7235: 5, elem_2802: 3, elem_9902: 16",1
"Li: 4, Ti: 1, Cr: 3, O: 8","elem_7346: 4, elem_7235: 1, elem_2802: 3, elem_9902: 8",1
"Li: 4, V: 5, Cu: 3, O: 16","elem_7346: 4, elem_4182: 5, elem_1377: 3, elem_9902: 16",1
"Li: 4, V: 1, F: 7","elem_7346: 4, elem_4182: 1, elem_6130: 7",1
"Li: 4, W: 1, O: 5","elem_7346: 4, elem_7486: 1, elem_9902: 5",1
"Li: 5, Bi: 4, O: 12","elem_7346: 5, elem_9183: 4, elem_9902: 12",1
"Li: 5, Co: 2, Ni: 3, O: 10","elem_7346: 5, elem_9394: 2, elem_7611: 3, elem_9902: 10",1
"Li: 5, Co: 2, O: 2, F: 5","elem_7346: 5, elem_9394: 2, elem_9902: 2, elem_6130: 5",1
"Li: 5, Cr: 2, Ni: 5, O: 12","elem_7346: 5, elem_2802: 2, elem_7611: 5, elem_9902: 12",1
"Li: 5, Fe: 2, Ni: 3, O: 10","elem_7346: 5, elem_7694: 2, elem_7611: 3, elem_9902: 10",1
"Li: 5, Fe: 6, B: 6, O: 18","elem_7346: 5, elem_7694: 6, elem_8033: 6, elem_9902: 18",1
"Li: 5, La: 3, Nb: 14, O: 42","elem_7346: 5, elem_3721: 3, elem_9559: 14, elem_9902: 42",1
"Li: 5, Mn: 2, Cu: 5, O: 12","elem_7346: 5, elem_1223: 2, elem_1377: 5, elem_9902: 12",1
"Li: 5, Mn: 3, Fe: 2, O: 10","elem_7346: 5, elem_1223: 3, elem_7694: 2, elem_9902: 10",1
"Li: 5, Mn: 5, Sb: 2, O: 12","elem_7346: 5, elem_1223: 5, elem_3476: 2, elem_9902: 12",1
"Li: 5, Mn: 6, B: 6, O: 18","elem_7346: 5, elem_1223: 6, elem_8033: 6, elem_9902: 18",1
"Li: 6, Ni: 5, O: 10","elem_7346: 6, elem_7611: 5, elem_9902: 10",1
"Li: 6, Fe: 3, Co: 7, O: 20","elem_7346: 6, elem_7694: 3, elem_9394: 7, elem_9902: 20",1
"Li: 6, Fe: 9, Co: 1, O: 20","elem_7346: 6, elem_7694: 9, elem_9394: 1, elem_9902: 20",1
"Li: 6, Fe: 1, Ni: 9, O: 20","elem_7346: 6, elem_7694: 1, elem_7611: 9, elem_9902: 20",1
"Li: 6, Fe: 1, O: 5, F: 1","elem_7346: 6, elem_7694: 1, elem_9902: 5, elem_6130: 1",1
"Li: 6, Fe: 1, O: 6","elem_7346: 6, elem_7694: 1, elem_9902: 6",1
"Li: 6, Mn: 5, Co: 1, O: 12","elem_7346: 6, elem_1223: 5, elem_9394: 1, elem_9902: 12",1
"Li: 6, Mn: 5, Fe: 1, O: 12","elem_7346: 6, elem_1223: 5, elem_7694: 1, elem_9902: 12",1
"Li: 6, Tb: 2, O: 7","elem_7346: 6, elem_9043: 2, elem_9902: 7",1
"Li: 7, Mo: 12, S: 16","elem_7346: 7, elem_3373: 12, elem_9062: 16",1
"Li: 7, Ni: 11, O: 22","elem_7346: 7, elem_7611: 11, elem_9902: 22",1
"Li: 7, Ca: 8, Nb: 12, O: 40","elem_7346: 7, elem_9824: 8, elem_9559: 12, elem_9902: 40",1
"Li: 7, Ti: 16, O: 32","elem_7346: 7, elem_7235: 16, elem_9902: 32",1
"Li: 7, Ti: 5, O: 12","elem_7346: 7, elem_7235: 5, elem_9902: 12",1
"Li: 7, Ti: 7, O: 16","elem_7346: 7, elem_7235: 7, elem_9902: 16",1
"Li: 8, Bi: 1, S: 6","elem_7346: 8, elem_9183: 1, elem_9062: 6",1
"Li: 8, Ge: 1, N: 4","elem_7346: 8, elem_6419: 1, elem_4922: 4",0
"Li: 8, Ir: 1, O: 6","elem_7346: 8, elem_7311: 1, elem_9902: 6",1
"Li: 8, P: 1, O: 3","elem_7346: 8, elem_4874: 1, elem_9902: 3",1
"Li: 8, Pr: 1, O: 6","elem_7346: 8, elem_1103: 1, elem_9902: 6",1
"Li: 8, Ti: 16, Cu: 1, S: 32","elem_7346: 8, elem_7235: 16, elem_1377: 1, elem_9062: 32",1
"Li: 8, Ti: 1, Ni: 7, O: 16","elem_7346: 8, elem_7235: 1, elem_7611: 7, elem_9902: 16",1
"Li: 9, Fe: 3, W: 7, O: 28","elem_7346: 9, elem_7694: 3, elem_7486: 7, elem_9902: 28",1
"Li: 9, Ga: 13, Te: 21, O: 66","elem_7346: 9, elem_6849: 13, elem_4345: 21, elem_9902: 66",0
"Li: 1, Ag: 1, F: 3","elem_7346: 1, elem_3063: 1, elem_6130: 3",1
"Li: 1, Al: 2, Rh: 1","elem_7346: 1, elem_3486: 2, elem_6928: 1",1
"Li: 1, Al: 2, Tc: 1","elem_7346: 1, elem_3486: 2, elem_3775: 1",1
"Li: 1, Al: 3","elem_7346: 1, elem_3486: 3",1
"Li: 1, Al: 1, B: 14","elem_7346: 1, elem_3486: 1, elem_8033: 14",0
"Li: 1, Al: 1, B: 4","elem_7346: 1, elem_3486: 1, elem_8033: 4",1
"Li: 1, Al: 1, Ge: 1","elem_7346: 1, elem_3486: 1, elem_6419: 1",1
"Li: 1, Al: 1, Rh: 2","elem_7346: 1, elem_3486: 1, elem_6928: 2",1
"Li: 1, As: 1, S: 2","elem_7346: 1, elem_2057: 1, elem_9062: 2",0
"Li: 1, As: 1, Se: 2","elem_7346: 1, elem_2057: 1, elem_7611: 2",0
"Li: 1, B: 3","elem_7346: 1, elem_8033: 3",0
"Li: 1, B: 3, O: 5","elem_7346: 1, elem_8033: 3, elem_9902: 5",0
"Li: 1, B: 9, Pb: 1, O: 15","elem_7346: 1, elem_8033: 9, elem_5427: 1, elem_9902: 15",0
"Li: 1, Be: 1, Pt: 2","elem_7346: 1, elem_8846: 1, elem_4859: 2",1
"Li: 1, Bi: 2, P: 3, O: 12","elem_7346: 1, elem_9183: 2, elem_4874: 3, elem_9902: 12",1
"Li: 1, Bi: 3, Cl: 2, O: 4","elem_7346: 1, elem_9183: 3, elem_7530: 2, elem_9902: 4",0
"Li: 1, Bi: 1, S: 2","elem_7346: 1, elem_9183: 1, elem_9062: 2",0
"Li: 1, Br: 1","elem_7346: 1, elem_1698: 1",0
"Li: 1, Ca: 2, Ga: 1","elem_7346: 1, elem_9824: 2, elem_6849: 1",1
"Li: 1, Ca: 2, Ge: 3","elem_7346: 1, elem_9824: 2, elem_6419: 3",1
"Li: 1, Ca: 2, In: 1","elem_7346: 1, elem_9824: 2, elem_2476: 1",1
"Li: 1, Ca: 2, Mg: 1","elem_7346: 1, elem_9824: 2, elem_7398: 1",1
"Li: 1, Ca: 3, As: 2, H: 1","elem_7346: 1, elem_9824: 3, elem_2057: 2, elem_9158: 1",0
"Li: 1, Ca: 1, O: 3","elem_7346: 1, elem_9824: 1, elem_9902: 3",1
"Li: 1, Cd: 2, Rh: 1","elem_7346: 1, elem_1400: 2, elem_6928: 1",1
"Li: 1, Cd: 1, B: 1, O: 3","elem_7346: 1, elem_1400: 1, elem_8033: 1, elem_9902: 3",0
"Li: 1, Cl: 1","elem_7346: 1, elem_7530: 1",0
"Li: 1, Co: 1, C: 2, O: 6","elem_7346: 1, elem_9394: 1, elem_2375: 2, elem_9902: 6",1
"Li: 1, Co: 7, O: 7, F: 1","elem_7346: 1, elem_9394: 7, elem_9902: 7, elem_6130: 1",1
"Li: 1, Co: 1, S: 2","elem_7346: 1, elem_9394: 1, elem_9062: 2",1
"Li: 1, Cu: 2, C: 2, O: 6","elem_7346: 1, elem_1377: 2, elem_2375: 2, elem_9902: 6",1
"Li: 1, Cu: 2, Ge: 1","elem_7346: 1, elem_1377: 2, elem_6419: 1",1
"Li: 1, Cu: 3, F: 7","elem_7346: 1, elem_1377: 3, elem_6130: 7",1
"Li: 1, Cu: 5, P: 3, O: 13","elem_7346: 1, elem_1377: 5, elem_4874: 3, elem_9902: 13",1
"Li: 1, Cu: 1, O: 2","elem_7346: 1, elem_1377: 1, elem_9902: 2",1
"Li: 1, Cu: 1, P: 1, O: 4","elem_7346: 1, elem_1377: 1, elem_4874: 1, elem_9902: 4",1
"Li: 1, Er: 2, Ga: 1","elem_7346: 1, elem_1966: 2, elem_6849: 1",1
"Li: 1, Er: 1, Au: 2","elem_7346: 1, elem_1966: 1, elem_4442: 2",1
"Li: 1, Eu: 1, H: 3","elem_7346: 1, elem_2806: 1, elem_9158: 3",0
"Li: 1, F: 1","elem_7346: 1, elem_6130: 1",0
"Li: 1, Fe: 2, P: 3, O: 12","elem_7346: 1, elem_7694: 2, elem_4874: 3, elem_9902: 12",1
"Li: 1, Fe: 2, Si: 2, O: 8","elem_7346: 1, elem_7694: 2, elem_1995: 2, elem_9902: 8",1
"Li: 1, Ga: 1, Ge: 2, Se: 6","elem_7346: 1, elem_6849: 1, elem_6419: 2, elem_7611: 6",0
"Li: 1, Ga: 1, Ag: 2","elem_7346: 1, elem_6849: 1, elem_3063: 2",1
"Li: 1, Ga: 1, Au: 2","elem_7346: 1, elem_6849: 1, elem_4442: 2",1
"Li: 1, Ga: 1, O: 2","elem_7346: 1, elem_6849: 1, elem_9902: 2",0
"Li: 1, Ga: 1, Pd: 2","elem_7346: 1, elem_6849: 1, elem_8322: 2",1
"Li: 1, Ga: 1, Pt: 2","elem_7346: 1, elem_6849: 1, elem_4859: 2",1
"Li: 1, Ga: 1, S: 2","elem_7346: 1, elem_6849: 1, elem_9062: 2",0
"Li: 1, Ga: 1, Se: 2","elem_7346: 1, elem_6849: 1, elem_7611: 2",0
"Li: 1, Ga: 1, Te: 2","elem_7346: 1, elem_6849: 1, elem_4345: 2",0
"Li: 1, Gd: 5, P: 2, O: 13","elem_7346: 1, elem_7691: 5, elem_4874: 2, elem_9902: 13",0
"Li: 1, Ge: 1, Rh: 2","elem_7346: 1, elem_6419: 1, elem_6928: 2",1
"Li: 1, H: 3, Se: 2, O: 6","elem_7346: 1, elem_9158: 3, elem_7611: 2, elem_9902: 6",0
"Li: 1, Hf: 2, Ir: 1","elem_7346: 1, elem_7483: 2, elem_7311: 1",1
"Li: 1, Hf: 1, Pd: 2","elem_7346: 1, elem_7483: 1, elem_8322: 2",1
"Li: 1, Hg: 2, Pd: 1","elem_7346: 1, elem_7286: 2, elem_8322: 1",1
"Li: 1, Ho: 1, Au: 2","elem_7346: 1, elem_9827: 1, elem_4442: 2",1
"Li: 1, Ho: 1, O: 3","elem_7346: 1, elem_9827: 1, elem_9902: 3",1
"Li: 1, I: 1","elem_7346: 1, elem_7655: 1",0
"Li: 1, I: 1, O: 3","elem_7346: 1, elem_7655: 1, elem_9902: 3",0
"Li: 1, In: 1, I: 4, O: 12","elem_7346: 1, elem_2476: 1, elem_7655: 4, elem_9902: 12",0
"Li: 1, In: 2, Rh: 1","elem_7346: 1, elem_2476: 2, elem_6928: 1",1
"Li: 1, In: 1, Ag: 2","elem_7346: 1, elem_2476: 1, elem_3063: 2",1
"Li: 1, In: 1, S: 2","elem_7346: 1, elem_2476: 1, elem_9062: 2",0
"Li: 1, In: 1, Se: 2","elem_7346: 1, elem_2476: 1, elem_7611: 2",0
"Li: 1, In: 1, Sn: 1","elem_7346: 1, elem_2476: 1, elem_8076: 1",1
"Li: 1, In: 1, Sn: 1, S: 4","elem_7346: 1, elem_2476: 1, elem_8076: 1, elem_9062: 4",0
"Li: 1, In: 1, Te: 2","elem_7346: 1, elem_2476: 1, elem_4345: 2",0
"Li: 1, La: 2, Ir: 1, O: 6","elem_7346: 1, elem_3721: 2, elem_7311: 1, elem_9902: 6",1
"Li: 1, Lu: 2, Ga: 1","elem_7346: 1, elem_2196: 2, elem_6849: 1",1
"Li: 1, Lu: 2, Pd: 1","elem_7346: 1, elem_2196: 2, elem_8322: 1",1
"Li: 1, Lu: 2, Ru: 1","elem_7346: 1, elem_2196: 2, elem_9197: 1",1
"Li: 1, Lu: 2, Tc: 1","elem_7346: 1, elem_2196: 2, elem_3775: 1",1
"Li: 1, Mg: 2, Ag: 1","elem_7346: 1, elem_7398: 2, elem_3063: 1",1
"Li: 1, Mg: 1, As: 1","elem_7346: 1, elem_7398: 1, elem_2057: 1",0
"Li: 1, Mg: 1, Bi: 1","elem_7346: 1, elem_7398: 1, elem_9183: 1",0
"Li: 1, Mg: 1, N: 1","elem_7346: 1, elem_7398: 1, elem_4922: 1",0
"Li: 1, Mg: 1, Sn: 1, Pd: 1","elem_7346: 1, elem_7398: 1, elem_8076: 1, elem_8322: 1",1
"Li: 1, Mn: 1, P: 2, O: 8","elem_7346: 1, elem_1223: 1, elem_4874: 2, elem_9902: 8",1
"Li: 1, Mn: 2, P: 2, O: 8","elem_7346: 1, elem_1223: 2, elem_4874: 2, elem_9902: 8",1
"Li: 1, Mn: 4, O: 8","elem_7346: 1, elem_1223: 4, elem_9902: 8",1
"Li: 1, Mn: 9, Se: 10","elem_7346: 1, elem_1223: 9, elem_7611: 10",1
"Li: 1, Mn: 1, Co: 1, O: 4","elem_7346: 1, elem_1223: 1, elem_9394: 1, elem_9902: 4",1
"Li: 1, Mn: 1, Cu: 1, O: 4","elem_7346: 1, elem_1223: 1, elem_1377: 1, elem_9902: 4",1
"Li: 1, Mn: 1, O: 2","elem_7346: 1, elem_1223: 1, elem_9902: 2",1
"Li: 1, Mn: 1, P: 2, O: 7","elem_7346: 1, elem_1223: 1, elem_4874: 2, elem_9902: 7",1
"Li: 1, Mn: 1, Si: 1, O: 4","elem_7346: 1, elem_1223: 1, elem_1995: 1, elem_9902: 4",1
"Li: 1, Mo: 3, O: 8","elem_7346: 1, elem_3373: 3, elem_9902: 8",1
"Li: 1, Mo: 1, I: 1, O: 6","elem_7346: 1, elem_3373: 1, elem_7655: 1, elem_9902: 6",0
"Li: 1, Nb: 3, Bi: 4, O: 12","elem_7346: 1, elem_9559: 3, elem_9183: 4, elem_9902: 12",0
"Li: 1, Nb: 1, O: 3","elem_7346: 1, elem_9559: 1, elem_9902: 3",0
"Li: 1, Ni: 2, P: 3, O: 12","elem_7346: 1, elem_7611: 2, elem_4874: 3, elem_9902: 12",1
"Li: 1, Ni: 1, P: 2, O: 7","elem_7346: 1, elem_7611: 1, elem_4874: 2, elem_9902: 7",1
"Li: 1, Pm: 2, Al: 1","elem_7346: 1, elem_8386: 2, elem_3486: 1",1
"Li: 1, Pm: 2, Ga: 1","elem_7346: 1, elem_8386: 2, elem_6849: 1",1
"Li: 1, Pm: 2, Ir: 1","elem_7346: 1, elem_8386: 2, elem_7311: 1",1
"Li: 1, Pm: 2, Si: 1","elem_7346: 1, elem_8386: 2, elem_1995: 1",1
"Li: 1, Pr: 2, Ru: 1","elem_7346: 1, elem_1103: 2, elem_9197: 1",1
"Li: 1, Sb: 3, Pb: 1, S: 6","elem_7346: 1, elem_3476: 3, elem_5427: 1, elem_9062: 6",0
"Li: 1, Sb: 1, S: 2","elem_7346: 1, elem_3476: 1, elem_9062: 2",0
