text_name,text_anon,label
Protein A: RPL26L1 ; Protein B: RPS17,Protein A: PROT_2260 ; Protein B: PROT_2364,1
Protein A: JUN ; Protein B: DUSP1,Protein A: PROT_2304 ; Protein B: PROT_2982,1
Protein A: GRB2 ; Protein B: RPL37A,Protein A: PROT_1193 ; Protein B: PROT_1768,0
Protein A: ATP6V1F ; Protein B: ATP5F1C,Protein A: PROT_2772 ; Protein B: PROT_0617,1
Protein A: PIK3CA ; Protein B: RIC8A,Protein A: PROT_2192 ; Protein B: PROT_2060,0
Protein A: RAD23B ; Protein B: XRCC5,Protein A: PROT_0577 ; Protein B: PROT_0713,1
Protein A: NUP35 ; Protein B: NUP107,Protein A: PROT_2861 ; Protein B: PROT_3121,1
Protein A: RIMKLA ; Protein B: KHDRBS1,Protein A: PROT_0363 ; Protein B: PROT_1054,0
Protein A: BUB1B ; Protein B: RAD51,Protein A: PROT_1470 ; Protein B: PROT_2428,1
Protein A: DPH7 ; Protein B: SYF2,Protein A: PROT_1132 ; Protein B: PROT_1288,0
Protein A: SEC61A1 ; Protein B: CANX,Protein A: PROT_0549 ; Protein B: PROT_0973,1
Protein A: KLC2 ; Protein B: SNRPF,Protein A: PROT_0061 ; Protein B: PROT_1383,0
Protein A: EGLN2 ; Protein B: VHL,Protein A: PROT_3034 ; Protein B: PROT_1390,1
Protein A: RRP15 ; Protein B: SMARCD2,Protein A: PROT_2040 ; Protein B: PROT_1348,0
Protein A: EP300 ; Protein B: WDR83,Protein A: PROT_0917 ; Protein B: PROT_2746,0
Protein A: AKAP6 ; Protein B: MAPK7,Protein A: PROT_0622 ; Protein B: PROT_0778,1
Protein A: SLC26A2 ; Protein B: POLR2C,Protein A: PROT_1709 ; Protein B: PROT_3281,0
Protein A: ELL ; Protein B: NDUFAF1,Protein A: PROT_0938 ; Protein B: PROT_2441,0
Protein A: SP1 ; Protein B: SRC,Protein A: PROT_1524 ; Protein B: PROT_1313,1
Protein A: DNAAF2 ; Protein B: MT-ND2,Protein A: PROT_1603 ; Protein B: PROT_1986,0
Protein A: PSMA8 ; Protein B: PSMD4,Protein A: PROT_0878 ; Protein B: PROT_1785,1
Protein A: TEX10 ; Protein B: TAF7,Protein A: PROT_2730 ; Protein B: PROT_1264,1
Protein A: WNT2B ; Protein B: LRP6,Protein A: PROT_2322 ; Protein B: PROT_3046,1
Protein A: KANSL2 ; Protein B: WDR5,Protein A: PROT_1361 ; Protein B: PROT_1303,1
Protein A: GUSB ; Protein B: GNS,Protein A: PROT_1970 ; Protein B: PROT_2561,1
Protein A: RPL24 ; Protein B: RPL37,Protein A: PROT_2641 ; Protein B: PROT_3084,1
Protein A: RPL19 ; Protein B: TNNT2,Protein A: PROT_1411 ; Protein B: PROT_1138,0
Protein A: RSAD2 ; Protein B: FBP2,Protein A: PROT_0815 ; Protein B: PROT_2907,0
Protein A: RPS6 ; Protein B: RPS4Y1,Protein A: PROT_0734 ; Protein B: PROT_0212,1
Protein A: SKA2 ; Protein B: CENPF,Protein A: PROT_2102 ; Protein B: PROT_2223,1
Protein A: SMARCA4 ; Protein B: CCR1,Protein A: PROT_0308 ; Protein B: PROT_0918,0
Protein A: CUL4A ; Protein B: CDKN1B,Protein A: PROT_0224 ; Protein B: PROT_1708,1
Protein A: ERBB4 ; Protein B: WWP1,Protein A: PROT_3171 ; Protein B: PROT_0698,1
Protein A: NCF1 ; Protein B: MPHOSPH6,Protein A: PROT_0834 ; Protein B: PROT_2856,0
Protein A: NMD3 ; Protein B: RPL23,Protein A: PROT_0584 ; Protein B: PROT_3282,1
Protein A: IRF3 ; Protein B: STING1,Protein A: PROT_2531 ; Protein B: PROT_0411,1
Protein A: HDAC4 ; Protein B: RFXANK,Protein A: PROT_0207 ; Protein B: PROT_3055,1
Protein A: GRIN2B ; Protein B: AATF,Protein A: PROT_0954 ; Protein B: PROT_3192,0
Protein A: GAN ; Protein B: KBTBD6,Protein A: PROT_2343 ; Protein B: PROT_1276,1
Protein A: MRPS16 ; Protein B: ITGB3BP,Protein A: PROT_0591 ; Protein B: PROT_0657,0
Protein A: PRKG2 ; Protein B: CRCP,Protein A: PROT_1135 ; Protein B: PROT_1592,0
Protein A: IFNB1 ; Protein B: DCP2,Protein A: PROT_1454 ; Protein B: PROT_0953,0
Protein A: CATSPERE ; Protein B: UBC,Protein A: PROT_3038 ; Protein B: PROT_0086,0
Protein A: PSMD2 ; Protein B: LARS2,Protein A: PROT_0618 ; Protein B: PROT_1417,0
Protein A: BRCC3 ; Protein B: RAD51,Protein A: PROT_2713 ; Protein B: PROT_2428,1
Protein A: RAB27A ; Protein B: SF3A3,Protein A: PROT_2915 ; Protein B: PROT_2886,0
Protein A: SCN4A ; Protein B: ACOX1,Protein A: PROT_0629 ; Protein B: PROT_1285,0
Protein A: H3C7 ; Protein B: H4C14,Protein A: PROT_2188 ; Protein B: PROT_2582,1
Protein A: H3C3 ; Protein B: CUL7,Protein A: PROT_2266 ; Protein B: PROT_1542,0
Protein A: COX7C ; Protein B: NDUFB8,Protein A: PROT_2249 ; Protein B: PROT_0346,1
Protein A: LRR1 ; Protein B: RPL27,Protein A: PROT_0004 ; Protein B: PROT_2484,0
Protein A: EDEM3 ; Protein B: ALDH6A1,Protein A: PROT_1277 ; Protein B: PROT_2502,0
Protein A: IPMK ; Protein B: RPSA,Protein A: PROT_2810 ; Protein B: PROT_1913,0
Protein A: MRPL55 ; Protein B: MRPL51,Protein A: PROT_3395 ; Protein B: PROT_3436,1
Protein A: CYP2A13 ; Protein B: GSTP1,Protein A: PROT_1796 ; Protein B: PROT_2144,1
Protein A: NOTCH4 ; Protein B: DVL1,Protein A: PROT_2880 ; Protein B: PROT_2162,1
Protein A: IKBKG ; Protein B: PRDX5,Protein A: PROT_1104 ; Protein B: PROT_0928,0
Protein A: RPS26 ; Protein B: ATXN7,Protein A: PROT_1015 ; Protein B: PROT_1540,0
Protein A: BCL2L2-PABPN1 ; Protein B: PABPN1L,Protein A: PROT_0530 ; Protein B: PROT_2934,1
Protein A: BUD31 ; Protein B: CWF19L2,Protein A: PROT_2843 ; Protein B: PROT_1066,1
Protein A: SLC12A3 ; Protein B: RHOBTB2,Protein A: PROT_0472 ; Protein B: PROT_0570,0
Protein A: RAC2 ; Protein B: PIP5K1A,Protein A: PROT_1087 ; Protein B: PROT_2984,1
Protein A: HSP90AB1 ; Protein B: HSPB8,Protein A: PROT_3037 ; Protein B: PROT_2267,1
Protein A: H4C2 ; Protein B: USP10,Protein A: PROT_1679 ; Protein B: PROT_1575,0
Protein A: TYMP ; Protein B: H3C11,Protein A: PROT_1751 ; Protein B: PROT_1804,0
Protein A: RPAP1 ; Protein B: DUSP10,Protein A: PROT_0398 ; Protein B: PROT_1000,0
Protein A: RPS3A ; Protein B: RPS19BP1,Protein A: PROT_1403 ; Protein B: PROT_2565,1
Protein A: MRPS12 ; Protein B: TLR9,Protein A: PROT_1367 ; Protein B: PROT_1621,0
Protein A: WNT2B ; Protein B: FZD5,Protein A: PROT_2322 ; Protein B: PROT_2923,1
Protein A: THBS1 ; Protein B: RIPK3,Protein A: PROT_0814 ; Protein B: PROT_2757,0
Protein A: TUFM ; Protein B: XCL1,Protein A: PROT_0933 ; Protein B: PROT_0412,0
Protein A: FYN ; Protein B: RNMT,Protein A: PROT_0306 ; Protein B: PROT_1964,0
Protein A: H4C1 ; Protein B: H2BC7,Protein A: PROT_0677 ; Protein B: PROT_0038,1
Protein A: SF3B4 ; Protein B: RPLP2,Protein A: PROT_3000 ; Protein B: PROT_1502,0
Protein A: AP2A1 ; Protein B: PPIE,Protein A: PROT_0361 ; Protein B: PROT_1062,0
Protein A: RPL24 ; Protein B: RPS19,Protein A: PROT_2641 ; Protein B: PROT_2084,1
Protein A: ISG15 ; Protein B: RSAD2,Protein A: PROT_2592 ; Protein B: PROT_0815,1
Protein A: ACVR1C ; Protein B: TGFBR1,Protein A: PROT_3238 ; Protein B: PROT_2817,1
Protein A: GNB1 ; Protein B: ADGRL2,Protein A: PROT_0267 ; Protein B: PROT_0799,1
Protein A: UBE2V1 ; Protein B: PTK2,Protein A: PROT_1816 ; Protein B: PROT_3024,0
Protein A: NUDT2 ; Protein B: NMD3,Protein A: PROT_2890 ; Protein B: PROT_0584,0
Protein A: CCNH ; Protein B: RPL32,Protein A: PROT_1318 ; Protein B: PROT_2693,0
Protein A: IFNGR1 ; Protein B: PIK3CA,Protein A: PROT_1929 ; Protein B: PROT_2192,1
Protein A: MRPL55 ; Protein B: MRPS16,Protein A: PROT_3395 ; Protein B: PROT_0591,1
Protein A: COX6B1 ; Protein B: MT-ND4,Protein A: PROT_1493 ; Protein B: PROT_2337,1
Protein A: AP2A1 ; Protein B: AFTPH,Protein A: PROT_0361 ; Protein B: PROT_1748,1
Protein A: PABPC1 ; Protein B: HNRNPC,Protein A: PROT_1762 ; Protein B: PROT_2871,1
Protein A: RPS18 ; Protein B: RPL36,Protein A: PROT_0518 ; Protein B: PROT_0655,1
Protein A: STAG3 ; Protein B: SMC1A,Protein A: PROT_2819 ; Protein B: PROT_2909,1
Protein A: MRPS7 ; Protein B: PTCD3,Protein A: PROT_2868 ; Protein B: PROT_2911,1
Protein A: GTF2A1 ; Protein B: TBPL2,Protein A: PROT_0026 ; Protein B: PROT_1528,1
Protein A: BCL7C ; Protein B: SMARCD1,Protein A: PROT_0425 ; Protein B: PROT_0181,1
Protein A: RBM15 ; Protein B: TP53,Protein A: PROT_3458 ; Protein B: PROT_1150,0
Protein A: MAPK3 ; Protein B: ATP1B2,Protein A: PROT_1760 ; Protein B: PROT_1455,1
Protein A: CDKN1B ; Protein B: H3C14,Protein A: PROT_1708 ; Protein B: PROT_1030,0
Protein A: EIF3K ; Protein B: RPS3,Protein A: PROT_0477 ; Protein B: PROT_2362,1
Protein A: MCM3 ; Protein B: FN1,Protein A: PROT_2661 ; Protein B: PROT_1750,0
Protein A: CXCL9 ; Protein B: WRN,Protein A: PROT_1940 ; Protein B: PROT_2405,0
Protein A: PSAP ; Protein B: GINS1,Protein A: PROT_2733 ; Protein B: PROT_1956,0
Protein A: USP8 ; Protein B: GRAP2,Protein A: PROT_1870 ; Protein B: PROT_0943,1
Protein A: UBE2G1 ; Protein B: UBE2G2,Protein A: PROT_2722 ; Protein B: PROT_1921,1
Protein A: RPS24 ; Protein B: EIF3G,Protein A: PROT_2791 ; Protein B: PROT_2132,1
Protein A: SAP30L ; Protein B: RBPJ,Protein A: PROT_0561 ; Protein B: PROT_0808,1
Protein A: CDC5L ; Protein B: CXCL1,Protein A: PROT_1888 ; Protein B: PROT_2936,0
Protein A: IL10RB ; Protein B: TRAPPC2B,Protein A: PROT_1711 ; Protein B: PROT_1857,0
Protein A: MT-ATP8 ; Protein B: COMT,Protein A: PROT_2017 ; Protein B: PROT_1299,0
Protein A: H2AZ2 ; Protein B: H3C3,Protein A: PROT_1510 ; Protein B: PROT_2266,1
Protein A: RALGDS ; Protein B: NRAS,Protein A: PROT_0585 ; Protein B: PROT_0495,1
Protein A: IGKV1-33 ; Protein B: GGT6,Protein A: PROT_0256 ; Protein B: PROT_1247,0
Protein A: CACNA1E ; Protein B: CUL1,Protein A: PROT_0105 ; Protein B: PROT_3020,0
Protein A: GABARAPL2 ; Protein B: ATG10,Protein A: PROT_2386 ; Protein B: PROT_1020,1
Protein A: LPAR4 ; Protein B: RPL17,Protein A: PROT_1267 ; Protein B: PROT_0739,0
Protein A: GNA13 ; Protein B: RHOA,Protein A: PROT_1732 ; Protein B: PROT_1152,1
Protein A: HAUS7 ; Protein B: HAUS2,Protein A: PROT_3354 ; Protein B: PROT_0873,1
Protein A: RCC1 ; Protein B: KPNA1,Protein A: PROT_1353 ; Protein B: PROT_1175,1
Protein A: RNF41 ; Protein B: ERBB3,Protein A: PROT_1689 ; Protein B: PROT_2853,1
Protein A: MZT1 ; Protein B: TUBG1,Protein A: PROT_0194 ; Protein B: PROT_2566,1
Protein A: SNRPD1 ; Protein B: ARMC7,Protein A: PROT_1068 ; Protein B: PROT_3432,1
Protein A: WDR3 ; Protein B: GTPBP4,Protein A: PROT_2212 ; Protein B: PROT_3118,1
Protein A: MT-ND2 ; Protein B: BRIP1,Protein A: PROT_1986 ; Protein B: PROT_1767,0
Protein A: ERCC6 ; Protein B: RPS27A,Protein A: PROT_1420 ; Protein B: PROT_1145,1
Protein A: DCAF15 ; Protein B: FBXW5,Protein A: PROT_0475 ; Protein B: PROT_2373,1
Protein A: SMARCA4 ; Protein B: CDS1,Protein A: PROT_0308 ; Protein B: PROT_2479,0
Protein A: MYOD1 ; Protein B: KAT2B,Protein A: PROT_1125 ; Protein B: PROT_0039,1
Protein A: MRPL4 ; Protein B: MRPL17,Protein A: PROT_0689 ; Protein B: PROT_1153,1
Protein A: POLR2I ; Protein B: GTF2H3,Protein A: PROT_2261 ; Protein B: PROT_2615,1
Protein A: GNPDA1 ; Protein B: GFPT1,Protein A: PROT_1988 ; Protein B: PROT_1696,1
Protein A: GALC ; Protein B: HTT,Protein A: PROT_2623 ; Protein B: PROT_2195,0
Protein A: LSM8 ; Protein B: GLUD1,Protein A: PROT_3413 ; Protein B: PROT_0102,0
Protein A: NASP ; Protein B: H4C2,Protein A: PROT_2204 ; Protein B: PROT_1679,1
Protein A: EFTUD2 ; Protein B: RPL31,Protein A: PROT_1550 ; Protein B: PROT_0051,0
Protein A: ENTPD5 ; Protein B: ENTPD3,Protein A: PROT_1852 ; Protein B: PROT_2236,1
Protein A: BUD13 ; Protein B: NDUFA6,Protein A: PROT_0855 ; Protein B: PROT_2927,0
Protein A: PIK3CB ; Protein B: SYK,Protein A: PROT_0690 ; Protein B: PROT_0297,1
Protein A: WASHC5 ; Protein B: BBS12,Protein A: PROT_2670 ; Protein B: PROT_2050,0
Protein A: SURF1 ; Protein B: COA3,Protein A: PROT_1635 ; Protein B: PROT_2344,1
Protein A: PYGO1 ; Protein B: H3C4,Protein A: PROT_2899 ; Protein B: PROT_1185,1
Protein A: CALCR ; Protein B: MED1,Protein A: PROT_0830 ; Protein B: PROT_2146,0
Protein A: GSTO1 ; Protein B: CYP1A1,Protein A: PROT_3249 ; Protein B: PROT_1574,1
Protein A: UBAP2L ; Protein B: HDAC2,Protein A: PROT_0413 ; Protein B: PROT_0844,1
Protein A: PABPN1 ; Protein B: PLG,Protein A: PROT_0514 ; Protein B: PROT_0370,0
Protein A: MRPS12 ; Protein B: RPL34,Protein A: PROT_1367 ; Protein B: PROT_2542,1
Protein A: UBAP1 ; Protein B: MECOM,Protein A: PROT_0022 ; Protein B: PROT_3195,0
Protein A: VPS37C ; Protein B: PDCD11,Protein A: PROT_1850 ; Protein B: PROT_2503,0
Protein A: RPL23A ; Protein B: ATP5F1A,Protein A: PROT_0292 ; Protein B: PROT_1871,1
Protein A: MTREX ; Protein B: PAPOLA,Protein A: PROT_1346 ; Protein B: PROT_2124,1
Protein A: UTP3 ; Protein B: RPL7,Protein A: PROT_2682 ; Protein B: PROT_2591,0
Protein A: NOB1 ; Protein B: RPS21,Protein A: PROT_2887 ; Protein B: PROT_2938,1
Protein A: ARG1 ; Protein B: MRPL38,Protein A: PROT_0877 ; Protein B: PROT_2742,0
Protein A: BAX ; Protein B: PRKACA,Protein A: PROT_0389 ; Protein B: PROT_1393,1
Protein A: H3C1 ; Protein B: NRGN,Protein A: PROT_3371 ; Protein B: PROT_2453,0
Protein A: INPP5F ; Protein B: UGT1A10,Protein A: PROT_0900 ; Protein B: PROT_2409,0
Protein A: KCTD17 ; Protein B: TPX2,Protein A: PROT_1934 ; Protein B: PROT_0172,0
Protein A: GRIN3B ; Protein B: GRIN2D,Protein A: PROT_2511 ; Protein B: PROT_0252,1
Protein A: ACOT1 ; Protein B: ACADSB,Protein A: PROT_0135 ; Protein B: PROT_1547,0
Protein A: UTP20 ; Protein B: RRM2B,Protein A: PROT_1515 ; Protein B: PROT_0231,0
Protein A: ZFP36 ; Protein B: CYCS,Protein A: PROT_2030 ; Protein B: PROT_3370,0
Protein A: MRPL47 ; Protein B: OFD1,Protein A: PROT_2518 ; Protein B: PROT_0559,0
Protein A: TUBGCP3 ; Protein B: RPL8,Protein A: PROT_1681 ; Protein B: PROT_3383,0
Protein A: PALB2 ; Protein B: RPL32,Protein A: PROT_0673 ; Protein B: PROT_2693,0
Protein A: STAT3 ; Protein B: IL6ST,Protein A: PROT_1442 ; Protein B: PROT_0930,1
Protein A: CCNH ; Protein B: TJP1,Protein A: PROT_1318 ; Protein B: PROT_2275,0
Protein A: MYLK ; Protein B: GNG11,Protein A: PROT_2433 ; Protein B: PROT_0812,0
Protein A: PDGFC ; Protein B: SUPT16H,Protein A: PROT_3002 ; Protein B: PROT_0919,0
Protein A: SGPP1 ; Protein B: LCT,Protein A: PROT_1848 ; Protein B: PROT_3187,0
Protein A: NDUFS3 ; Protein B: H2BC10,Protein A: PROT_1995 ; Protein B: PROT_2529,0
Protein A: RPS18 ; Protein B: PARP2,Protein A: PROT_0518 ; Protein B: PROT_1729,0
Protein A: RSL1D1 ; Protein B: BAZ2A,Protein A: PROT_2941 ; Protein B: PROT_2476,0
Protein A: CRCP ; Protein B: POLR3F,Protein A: PROT_1592 ; Protein B: PROT_3382,1
Protein A: CSF2 ; Protein B: STAT5B,Protein A: PROT_3453 ; Protein B: PROT_1179,1
Protein A: PHOSPHO1 ; Protein B: PCYT1B,Protein A: PROT_2910 ; Protein B: PROT_1350,1
Protein A: IDO2 ; Protein B: EED,Protein A: PROT_0970 ; Protein B: PROT_0965,0
Protein A: SDHA ; Protein B: JUN,Protein A: PROT_3152 ; Protein B: PROT_2304,0
Protein A: RPL37A ; Protein B: PILRA,Protein A: PROT_1768 ; Protein B: PROT_1464,0
Protein A: PIK3R3 ; Protein B: KIT,Protein A: PROT_2216 ; Protein B: PROT_1356,1
Protein A: MRPL1 ; Protein B: MRTO4,Protein A: PROT_0260 ; Protein B: PROT_0329,1
Protein A: SF3A3 ; Protein B: MFAP1,Protein A: PROT_2886 ; Protein B: PROT_0481,1
Protein A: SEC13 ; Protein B: NPRL3,Protein A: PROT_3104 ; Protein B: PROT_2333,1
Protein A: EIF3E ; Protein B: EIF3CL,Protein A: PROT_0347 ; Protein B: PROT_1556,1
Protein A: EXO1 ; Protein B: ACTL6A,Protein A: PROT_3392 ; Protein B: PROT_3272,0
Protein A: ALDOB ; Protein B: FBP1,Protein A: PROT_2431 ; Protein B: PROT_2493,1
Protein A: PRKN ; Protein B: DNM1L,Protein A: PROT_2452 ; Protein B: PROT_1642,1
Protein A: ANAPC1 ; Protein B: CHUK,Protein A: PROT_0381 ; Protein B: PROT_3439,0
Protein A: NELL2 ; Protein B: CANT1,Protein A: PROT_1103 ; Protein B: PROT_1448,0
Protein A: HFE ; Protein B: HAMP,Protein A: PROT_0704 ; Protein B: PROT_0123,1
Protein A: MECR ; Protein B: HADHA,Protein A: PROT_0726 ; Protein B: PROT_0448,1
Protein A: MPHOSPH10 ; Protein B: NQO1,Protein A: PROT_0364 ; Protein B: PROT_3327,0
Protein A: MRPS16 ; Protein B: EIF5B,Protein A: PROT_0591 ; Protein B: PROT_2172,1
Protein A: INPP5F ; Protein B: MTMR6,Protein A: PROT_0900 ; Protein B: PROT_2375,1
Protein A: RAC2 ; Protein B: HIPK3,Protein A: PROT_1087 ; Protein B: PROT_3275,0
Protein A: PWP1 ; Protein B: SUMO2,Protein A: PROT_3285 ; Protein B: PROT_2731,0
Protein A: GNG2 ; Protein B: CRH,Protein A: PROT_0100 ; Protein B: PROT_3450,1
Protein A: WDR36 ; Protein B: UTP14A,Protein A: PROT_1413 ; Protein B: PROT_1549,1
Protein A: BRCA1 ; Protein B: CDK4,Protein A: PROT_1793 ; Protein B: PROT_1700,1
Protein A: RPL37A ; Protein B: SAA2,Protein A: PROT_1768 ; Protein B: PROT_0887,0
Protein A: RPL7A ; Protein B: RPL10A,Protein A: PROT_0383 ; Protein B: PROT_1143,1
Protein A: MYL12B ; Protein B: DUSP5,Protein A: PROT_0175 ; Protein B: PROT_1742,0
Protein A: EIF4A1 ; Protein B: EIF2S2,Protein A: PROT_0800 ; Protein B: PROT_3426,1
Protein A: ABL1 ; Protein B: ANAPC7,Protein A: PROT_0184 ; Protein B: PROT_3141,0
Protein A: CENPC ; Protein B: CENPS,Protein A: PROT_3353 ; Protein B: PROT_1430,1
Protein A: GRWD1 ; Protein B: H3C14,Protein A: PROT_2599 ; Protein B: PROT_1030,0
Protein A: CEBPA ; Protein B: PER2,Protein A: PROT_1296 ; Protein B: PROT_1079,1
Protein A: SESN2 ; Protein B: GPX3,Protein A: PROT_3056 ; Protein B: PROT_0545,0
Protein A: POMC ; Protein B: SNRPC,Protein A: PROT_1482 ; Protein B: PROT_0315,0
Protein A: KMT2D ; Protein B: UGT8,Protein A: PROT_1914 ; Protein B: PROT_3003,0
Protein A: LCE1F ; Protein B: LCE1C,Protein A: PROT_2388 ; Protein B: PROT_2778,1
Protein A: MAP2K4 ; Protein B: ARRB2,Protein A: PROT_1212 ; Protein B: PROT_2892,1
Protein A: NDUFS2 ; Protein B: NDUFV1,Protein A: PROT_2416 ; Protein B: PROT_2960,1
Protein A: NT5C3A ; Protein B: ADSL,Protein A: PROT_2574 ; Protein B: PROT_3169,1
Protein A: KIT ; Protein B: GAB1,Protein A: PROT_1356 ; Protein B: PROT_3358,1
Protein A: FBXO4 ; Protein B: MLLT3,Protein A: PROT_1297 ; Protein B: PROT_3364,0
Protein A: RPL6 ; Protein B: QARS1,Protein A: PROT_2228 ; Protein B: PROT_0210,0
Protein A: TUSC3 ; Protein B: DOLPP1,Protein A: PROT_1014 ; Protein B: PROT_0170,1
Protein A: EEF1B2 ; Protein B: CYP4F8,Protein A: PROT_0646 ; Protein B: PROT_2610,0
Protein A: ELK1 ; Protein B: MPO,Protein A: PROT_2317 ; Protein B: PROT_0032,0
Protein A: IL12RB2 ; Protein B: IGF1,Protein A: PROT_2111 ; Protein B: PROT_0781,0
Protein A: FCGR3B ; Protein B: GP1BA,Protein A: PROT_2226 ; Protein B: PROT_0670,0
Protein A: TTC26 ; Protein B: VCP,Protein A: PROT_3193 ; Protein B: PROT_0250,1
Protein A: IGHV3-43D ; Protein B: IL12B,Protein A: PROT_0512 ; Protein B: PROT_2010,1
Protein A: DENND10 ; Protein B: EZH2,Protein A: PROT_2177 ; Protein B: PROT_3176,0
Protein A: INS ; Protein B: FAU,Protein A: PROT_1578 ; Protein B: PROT_1797,0
Protein A: TAF12 ; Protein B: TAF10,Protein A: PROT_3075 ; Protein B: PROT_1656,1
Protein A: SNIP1 ; Protein B: SEMA4B,Protein A: PROT_0277 ; Protein B: PROT_0244,0
Protein A: H3C6 ; Protein B: H2BC1,Protein A: PROT_0047 ; Protein B: PROT_2290,1
Protein A: TAF3 ; Protein B: MCU,Protein A: PROT_2006 ; Protein B: PROT_3309,0
Protein A: TAB2 ; Protein B: MAVS,Protein A: PROT_1622 ; Protein B: PROT_2496,1
Protein A: HDAC2 ; Protein B: MYCBPAP,Protein A: PROT_0844 ; Protein B: PROT_3184,0
Protein A: DUSP3 ; Protein B: MAPK14,Protein A: PROT_2866 ; Protein B: PROT_1543,1
Protein A: CDY1 ; Protein B: ABAT,Protein A: PROT_1576 ; Protein B: PROT_0156,0
Protein A: NFKB1 ; Protein B: MRPS16,Protein A: PROT_0959 ; Protein B: PROT_0591,0
Protein A: MRPS7 ; Protein B: MRPS16,Protein A: PROT_2868 ; Protein B: PROT_0591,1
Protein A: RING1 ; Protein B: ANAPC15,Protein A: PROT_2354 ; Protein B: PROT_1248,1
Protein A: RPL27A ; Protein B: MAD2L1,Protein A: PROT_2536 ; Protein B: PROT_1864,0
Protein A: SNRPD2 ; Protein B: PEX14,Protein A: PROT_2625 ; Protein B: PROT_1819,0
Protein A: APEX1 ; Protein B: LBR,Protein A: PROT_0968 ; Protein B: PROT_1743,0
Protein A: TADA1 ; Protein B: NOL11,Protein A: PROT_0208 ; Protein B: PROT_2166,0
Protein A: PAGR1 ; Protein B: MTX1,Protein A: PROT_2691 ; Protein B: PROT_2058,0
Protein A: DGAT1 ; Protein B: PLPP4,Protein A: PROT_1112 ; Protein B: PROT_1012,1
Protein A: NCAN ; Protein B: BCR,Protein A: PROT_2082 ; Protein B: PROT_0278,0
Protein A: CYP4A22 ; Protein B: CYP2U1,Protein A: PROT_0072 ; Protein B: PROT_2797,1
Protein A: TAF5 ; Protein B: EDEM3,Protein A: PROT_1124 ; Protein B: PROT_1277,0
Protein A: CHRNA9 ; Protein B: CHRNB4,Protein A: PROT_2510 ; Protein B: PROT_1594,1
Protein A: SUDS3 ; Protein B: SAP30,Protein A: PROT_3154 ; Protein B: PROT_2036,1
Protein A: RDH12 ; Protein B: CYP26A1,Protein A: PROT_2305 ; Protein B: PROT_1511,1
Protein A: HSPA5 ; Protein B: DDIT3,Protein A: PROT_1545 ; Protein B: PROT_2929,1
Protein A: AP2A1 ; Protein B: AP5S1,Protein A: PROT_0361 ; Protein B: PROT_3094,1
Protein A: EHHADH ; Protein B: MCCC1,Protein A: PROT_1716 ; Protein B: PROT_2224,1
Protein A: RPS20 ; Protein B: PIK3R3,Protein A: PROT_3101 ; Protein B: PROT_2216,0
Protein A: REN ; Protein B: EIF3L,Protein A: PROT_2974 ; Protein B: PROT_2138,0
Protein A: CXCL10 ; Protein B: GTF2B,Protein A: PROT_1955 ; Protein B: PROT_1618,0
Protein A: ITGB3 ; Protein B: ITGAV,Protein A: PROT_2410 ; Protein B: PROT_1207,1
Protein A: RPS3A ; Protein B: RPL17,Protein A: PROT_1403 ; Protein B: PROT_0739,1
Protein A: MRPL2 ; Protein B: H4C2,Protein A: PROT_2069 ; Protein B: PROT_1679,0
Protein A: RPS15A ; Protein B: TSR1,Protein A: PROT_0034 ; Protein B: PROT_0434,1
Protein A: RND1 ; Protein B: TERT,Protein A: PROT_0661 ; Protein B: PROT_3329,0
Protein A: IMP4 ; Protein B: RPS16,Protein A: PROT_2392 ; Protein B: PROT_2421,1
Protein A: IFIT3 ; Protein B: FZD6,Protein A: PROT_1009 ; Protein B: PROT_2319,0
Protein A: SEC11A ; Protein B: SEC11C,Protein A: PROT_2838 ; Protein B: PROT_0271,1
Protein A: IFNB1 ; Protein B: IFIH1,Protein A: PROT_1454 ; Protein B: PROT_2148,1
Protein A: H3-5 ; Protein B: CHD1,Protein A: PROT_2334 ; Protein B: PROT_0705,1
Protein A: ARMC7 ; Protein B: ERCC3,Protein A: PROT_3432 ; Protein B: PROT_3381,0
Protein A: RPL28 ; Protein B: RPS12,Protein A: PROT_0890 ; Protein B: PROT_2877,1
Protein A: NELFCD ; Protein B: EAF2,Protein A: PROT_3380 ; Protein B: PROT_0816,1
Protein A: SF3A1 ; Protein B: SF3B3,Protein A: PROT_3174 ; Protein B: PROT_3454,1
Protein A: CHIT1 ; Protein B: CHIA,Protein A: PROT_2281 ; Protein B: PROT_1530,1
Protein A: SRGAP3 ; Protein B: CLEC2D,Protein A: PROT_2651 ; Protein B: PROT_3244,0
Protein A: MRPL33 ; Protein B: MRPL43,Protein A: PROT_2043 ; Protein B: PROT_1722,1
Protein A: CYP2A6 ; Protein B: STRN3,Protein A: PROT_3165 ; Protein B: PROT_1665,0
Protein A: NSF ; Protein B: BET1,Protein A: PROT_1222 ; Protein B: PROT_0845,1
Protein A: RPL32 ; Protein B: ORC2,Protein A: PROT_2693 ; Protein B: PROT_1851,0
Protein A: MRPL22 ; Protein B: JAK1,Protein A: PROT_0177 ; Protein B: PROT_3393,0
Protein A: VPS45 ; Protein B: FYN,Protein A: PROT_1655 ; Protein B: PROT_0306,0
Protein A: KIT ; Protein B: ERC1,Protein A: PROT_1356 ; Protein B: PROT_2901,0
