formula,anon,label
"Nd: 1, Mg: 15, Ni: 4","el_2768: 1, el_7398: 15, el_7611: 4",1
"Nd: 1, Mg: 16, Cu: 3","el_2768: 1, el_7398: 16, el_1377: 3",1
"Nd: 1, Mg: 17, Cu: 2","el_2768: 1, el_7398: 17, el_1377: 2",1
"Nd: 1, Mg: 17, Ni: 2","el_2768: 1, el_7398: 17, el_7611: 2",1
"Nd: 1, Mg: 18, Cu: 1","el_2768: 1, el_7398: 18, el_1377: 1",0
"Nd: 1, Mg: 18, Ni: 1","el_2768: 1, el_7398: 18, el_7611: 1",0
"Nd: 1, Mg: 19","el_2768: 1, el_7398: 19",0
"Nd: 1, Mg: 2, Cu: 1","el_2768: 1, el_7398: 2, el_1377: 1",1
"Nd: 1, Mg: 2, Ni: 1","el_2768: 1, el_7398: 2, el_7611: 1",1
"Nd: 1, Mg: 3, Cu: 1","el_2768: 1, el_7398: 3, el_1377: 1",1
"Nd: 1, Mg: 3, Ni: 1","el_2768: 1, el_7398: 3, el_7611: 1",1
"Nd: 1, Mg: 4, Cu: 5","el_2768: 1, el_7398: 4, el_1377: 5",1
"Nd: 1, Mg: 5, Cu: 4","el_2768: 1, el_7398: 5, el_1377: 4",1
"Nd: 1, Mg: 5, Ni: 4","el_2768: 1, el_7398: 5, el_7611: 4",0
"Nd: 1, Mg: 7, Cu: 2","el_2768: 1, el_7398: 7, el_1377: 2",1
"Nd: 1, Mg: 7, Ni: 2","el_2768: 1, el_7398: 7, el_7611: 2",1
"Nd: 1, Mg: 8, Cu: 1","el_2768: 1, el_7398: 8, el_1377: 1",1
"Nd: 1, Mg: 8, Ni: 1","el_2768: 1, el_7398: 8, el_7611: 1",1
"Nd: 1, Mg: 9","el_2768: 1, el_7398: 9",0
"Nd: 1, Mg: 1, Cu: 3","el_2768: 1, el_7398: 1, el_1377: 3",1
"Nd: 1, Ni: 1","el_2768: 1, el_7611: 1",0
Ni: 1,el_7611: 1,0
"Ni: 10, P: 19, Pd: 71","el_7611: 10, el_4874: 19, el_8322: 71",1
"Ni: 11, P: 2, Pd: 7","el_7611: 11, el_4874: 2, el_8322: 7",1
"Ni: 12, P: 5, Pt: 3","el_7611: 12, el_4874: 5, el_4859: 3",0
"Ni: 12, P: 5, Pt: 8","el_7611: 12, el_4874: 5, el_4859: 8",1
"Ni: 13, B: 10, C: 2","el_7611: 13, el_8033: 10, el_2375: 2",1
"Ni: 13, B: 12","el_7611: 13, el_8033: 12",0
"Ni: 14, B: 10, C: 1","el_7611: 14, el_8033: 10, el_2375: 1",0
"Ni: 14, B: 7, C: 4","el_7611: 14, el_8033: 7, el_2375: 4",1
"Ni: 14, P: 5, Pd: 6","el_7611: 14, el_4874: 5, el_8322: 6",1
"Ni: 14, P: 5, Pt: 6","el_7611: 14, el_4874: 5, el_4859: 6",1
"Ni: 15, Mo: 6, C: 4","el_7611: 15, el_3373: 6, el_2375: 4",1
"Ni: 15, B: 2, C: 3","el_7611: 15, el_8033: 2, el_2375: 3",0
"Ni: 15, B: 1, C: 4","el_7611: 15, el_8033: 1, el_2375: 4",0
"Ni: 15, Mo: 7, C: 3","el_7611: 15, el_3373: 7, el_2375: 3",0
"Ni: 15, Mo: 1, P: 4","el_7611: 15, el_3373: 1, el_4874: 4",1
"Ni: 16, Mo: 6, C: 3","el_7611: 16, el_3373: 6, el_2375: 3",1
"Ni: 16, B: 5, C: 4","el_7611: 16, el_8033: 5, el_2375: 4",1
"Ni: 16, B: 7, C: 2","el_7611: 16, el_8033: 7, el_2375: 2",1
"Ni: 16, B: 1, C: 3","el_7611: 16, el_8033: 1, el_2375: 3",0
"Ni: 16, B: 1, P: 3","el_7611: 16, el_8033: 1, el_4874: 3",1
"Ni: 16, Mo: 5, C: 4","el_7611: 16, el_3373: 5, el_2375: 4",1
"Ni: 16, Mo: 7, C: 2","el_7611: 16, el_3373: 7, el_2375: 2",0
"Ni: 16, P: 5, Pd: 4","el_7611: 16, el_4874: 5, el_8322: 4",1
"Ni: 16, P: 5, Pt: 4","el_7611: 16, el_4874: 5, el_4859: 4",1
"Ni: 17, B: 6, C: 2","el_7611: 17, el_8033: 6, el_2375: 2",1
"Ni: 17, Mo: 4, C: 4","el_7611: 17, el_3373: 4, el_2375: 4",0
"Ni: 17, P: 9, Pd: 24","el_7611: 17, el_4874: 9, el_8322: 24",1
"Ni: 17, B: 23, C: 10","el_7611: 17, el_8033: 23, el_2375: 10",1
"Ni: 17, B: 2, C: 1","el_7611: 17, el_8033: 2, el_2375: 1",0
"Ni: 17, B: 5, C: 3","el_7611: 17, el_8033: 5, el_2375: 3",1
"Ni: 17, B: 7, C: 1","el_7611: 17, el_8033: 7, el_2375: 1",1
"Ni: 17, C: 3","el_7611: 17, el_2375: 3",0
"Ni: 17, Mo: 5, C: 3","el_7611: 17, el_3373: 5, el_2375: 3",1
"Ni: 18, B: 5, C: 2","el_7611: 18, el_8033: 5, el_2375: 2",0
"Ni: 18, B: 6, C: 1","el_7611: 18, el_8033: 6, el_2375: 1",0
"Ni: 18, B: 7","el_7611: 18, el_8033: 7",1
"Ni: 18, B: 1, C: 1","el_7611: 18, el_8033: 1, el_2375: 1",0
"Ni: 18, Mo: 4, C: 3","el_7611: 18, el_3373: 4, el_2375: 3",0
"Ni: 18, Mo: 5, C: 2","el_7611: 18, el_3373: 5, el_2375: 2",0
"Ni: 18, P: 5, Pd: 2","el_7611: 18, el_4874: 5, el_8322: 2",1
"Ni: 18, P: 5, Pt: 2","el_7611: 18, el_4874: 5, el_4859: 2",0
"Ni: 19, B: 4, C: 2","el_7611: 19, el_8033: 4, el_2375: 2",1
"Ni: 19, Mo: 3, C: 3","el_7611: 19, el_3373: 3, el_2375: 3",0
"Ni: 19, B: 1","el_7611: 19, el_8033: 1",0
"Ni: 19, B: 25, C: 6","el_7611: 19, el_8033: 25, el_2375: 6",1
"Ni: 19, B: 29, C: 2","el_7611: 19, el_8033: 29, el_2375: 2",0
"Ni: 19, B: 6","el_7611: 19, el_8033: 6",0
"Ni: 19, C: 1","el_7611: 19, el_2375: 1",0
"Ni: 20, B: 4, C: 1","el_7611: 20, el_8033: 4, el_2375: 1",1
"Ni: 20, P: 19, Pd: 61","el_7611: 20, el_4874: 19, el_8322: 61",1
"Ni: 21, B: 21, C: 8","el_7611: 21, el_8033: 21, el_2375: 8",1
"Ni: 21, B: 23, C: 6","el_7611: 21, el_8033: 23, el_2375: 6",1
"Ni: 21, B: 25, C: 4","el_7611: 21, el_8033: 25, el_2375: 4",0
"Ni: 21, B: 4","el_7611: 21, el_8033: 4",0
"Ni: 22, B: 21, C: 7","el_7611: 22, el_8033: 21, el_2375: 7",1
"Ni: 22.5, P: 25, Pt: 52.5","el_7611: 22.5, el_4874: 25, el_4859: 52.5",1
"Ni: 23, B: 21, C: 6","el_7611: 23, el_8033: 21, el_2375: 6",1
"Ni: 23, B: 23, C: 4","el_7611: 23, el_8033: 23, el_2375: 4",0
"Ni: 23, B: 25, C: 2","el_7611: 23, el_8033: 25, el_2375: 2",0
"Ni: 23, B: 27","el_7611: 23, el_8033: 27",0
"Ni: 24, B: 19, C: 7","el_7611: 24, el_8033: 19, el_2375: 7",1
"Ni: 24, B: 21, C: 5","el_7611: 24, el_8033: 21, el_2375: 5",1
"Ni: 25, B: 19, C: 6","el_7611: 25, el_8033: 19, el_2375: 6",1
"Ni: 25, B: 21, C: 4","el_7611: 25, el_8033: 21, el_2375: 4",1
"Ni: 25, B: 23, C: 2","el_7611: 25, el_8033: 23, el_2375: 2",0
"Ni: 26, B: 17, C: 7","el_7611: 26, el_8033: 17, el_2375: 7",1
"Ni: 26, B: 19, C: 5","el_7611: 26, el_8033: 19, el_2375: 5",1
"Ni: 27, B: 17, C: 6","el_7611: 27, el_8033: 17, el_2375: 6",1
"Ni: 27, B: 20, C: 3","el_7611: 27, el_8033: 20, el_2375: 3",0
"Ni: 27, B: 23","el_7611: 27, el_8033: 23",0
"Ni: 27, Mo: 14, C: 9","el_7611: 27, el_3373: 14, el_2375: 9",0
"Ni: 28, B: 17, C: 5","el_7611: 28, el_8033: 17, el_2375: 5",1
"Ni: 28, B: 19, C: 3","el_7611: 28, el_8033: 19, el_2375: 3",1
"Ni: 28, B: 21, C: 1","el_7611: 28, el_8033: 21, el_2375: 1",1
"Ni: 29, B: 15, C: 6","el_7611: 29, el_8033: 15, el_2375: 6",1
"Ni: 29, Mo: 14, C: 7","el_7611: 29, el_3373: 14, el_2375: 7",0
"Ni: 29, Mo: 12, C: 9","el_7611: 29, el_3373: 12, el_2375: 9",0
"Ni: 29, B: 20, C: 1","el_7611: 29, el_8033: 20, el_2375: 1",1
"Ni: 29, B: 21","el_7611: 29, el_8033: 21",1
"Ni: 29, B: 55, C: 16","el_7611: 29, el_8033: 55, el_2375: 16",1
"Ni: 29, Mo: 16, C: 5","el_7611: 29, el_3373: 16, el_2375: 5",0
"Ni: 2, P: 5, Pd: 18","el_7611: 2, el_4874: 5, el_8322: 18",1
"Ni: 2, P: 1, Pd: 2","el_7611: 2, el_4874: 1, el_8322: 2",1
"Ni: 2, P: 1, Pt: 2","el_7611: 2, el_4874: 1, el_4859: 2",1
"Ni: 30, B: 11, C: 9","el_7611: 30, el_8033: 11, el_2375: 9",1
"Ni: 30, B: 13, C: 7","el_7611: 30, el_8033: 13, el_2375: 7",1
"Ni: 30, B: 17, C: 3","el_7611: 30, el_8033: 17, el_2375: 3",1
"Ni: 31, B: 13, C: 6","el_7611: 31, el_8033: 13, el_2375: 6",1
"Ni: 31, B: 14, C: 5","el_7611: 31, el_8033: 14, el_2375: 5",1
"Ni: 31, B: 19","el_7611: 31, el_8033: 19",1
"Ni: 31, Mo: 10, C: 9","el_7611: 31, el_3373: 10, el_2375: 9",0
"Ni: 31, Mo: 12, C: 7","el_7611: 31, el_3373: 12, el_2375: 7",1
"Ni: 31, Mo: 69","el_7611: 31, el_3373: 69",1
"Ni: 32, B: 11, C: 7","el_7611: 32, el_8033: 11, el_2375: 7",1
"Ni: 33, B: 11, C: 6","el_7611: 33, el_8033: 11, el_2375: 6",1
"Ni: 33, B: 14, C: 3","el_7611: 33, el_8033: 14, el_2375: 3",1
"Ni: 33, B: 17","el_7611: 33, el_8033: 17",1
"Ni: 33, B: 55, C: 12","el_7611: 33, el_8033: 55, el_2375: 12",1
"Ni: 33, B: 7, C: 10","el_7611: 33, el_8033: 7, el_2375: 10",0
"Ni: 33, B: 9, C: 8","el_7611: 33, el_8033: 9, el_2375: 8",1
"Ni: 33, Mo: 10, C: 7","el_7611: 33, el_3373: 10, el_2375: 7",1
"Ni: 33, Mo: 12, C: 5","el_7611: 33, el_3373: 12, el_2375: 5",0
"Ni: 33, Mo: 8, C: 9","el_7611: 33, el_3373: 8, el_2375: 9",0
"Ni: 34, B: 11, C: 5","el_7611: 34, el_8033: 11, el_2375: 5",1
"Ni: 34, B: 13, C: 3","el_7611: 34, el_8033: 13, el_2375: 3",1
"Ni: 35, B: 9, C: 6","el_7611: 35, el_8033: 9, el_2375: 6",1
"Ni: 35, Mo: 6, C: 9","el_7611: 35, el_3373: 6, el_2375: 9",0
"Ni: 35, B: 11, C: 4","el_7611: 35, el_8033: 11, el_2375: 4",0
"Ni: 35, B: 13, C: 2","el_7611: 35, el_8033: 13, el_2375: 2",0
"Ni: 35, B: 14, C: 1","el_7611: 35, el_8033: 14, el_2375: 1",1
"Ni: 35, B: 7, C: 8","el_7611: 35, el_8033: 7, el_2375: 8",0
"Ni: 36.5, P: 27, Pd: 36.5","el_7611: 36.5, el_4874: 27, el_8322: 36.5",1
"Ni: 36, B: 13, C: 1","el_7611: 36, el_8033: 13, el_2375: 1",0
"Ni: 37.5, P: 25, Pd: 37.5","el_7611: 37.5, el_4874: 25, el_8322: 37.5",1
"Ni: 37.5, P: 25, Pt: 37.5","el_7611: 37.5, el_4874: 25, el_4859: 37.5",1
"Ni: 37, B: 10, C: 3","el_7611: 37, el_8033: 10, el_2375: 3",0
"Ni: 37, B: 13","el_7611: 37, el_8033: 13",0
"Ni: 37, B: 55, C: 8","el_7611: 37, el_8033: 55, el_2375: 8",1
"Ni: 37, B: 59, C: 4","el_7611: 37, el_8033: 59, el_2375: 4",1
"Ni: 37, B: 6, P: 7","el_7611: 37, el_8033: 6, el_4874: 7",1
"Ni: 37, B: 8, C: 5","el_7611: 37, el_8033: 8, el_2375: 5",1
"Ni: 37, P: 26, Pd: 37","el_7611: 37, el_4874: 26, el_8322: 37",1
"Ni: 38, B: 9, C: 3","el_7611: 38, el_8033: 9, el_2375: 3",0
"Ni: 38.5, P: 23, Pd: 38.5","el_7611: 38.5, el_4874: 23, el_8322: 38.5",1
"Ni: 38, B: 11, C: 1","el_7611: 38, el_8033: 11, el_2375: 1",0
"Ni: 38, B: 5, P: 7","el_7611: 38, el_8033: 5, el_4874: 7",1
"Ni: 39, B: 10, C: 1","el_7611: 39, el_8033: 10, el_2375: 1",1
"Ni: 39, B: 11","el_7611: 39, el_8033: 11",0
"Ni: 39, B: 8, C: 3","el_7611: 39, el_8033: 8, el_2375: 3",1
"Ni: 3, B: 2","el_7611: 3, el_8033: 2",1
"Ni: 3, B: 5, C: 2","el_7611: 3, el_8033: 5, el_2375: 2",1
"Ni: 3, P: 5, Pt: 12","el_7611: 3, el_4874: 5, el_4859: 12",1
"Ni: 3, P: 1, Pd: 1","el_7611: 3, el_4874: 1, el_8322: 1",1
"Ni: 40, B: 3, P: 7","el_7611: 40, el_8033: 3, el_4874: 7",1
"Ni: 40, B: 9, P: 1","el_7611: 40, el_8033: 9, el_4874: 1",1
"Ni: 40, P: 9, W: 1","el_7611: 40, el_4874: 9, el_7486: 1",1
"Ni: 41, B: 6, C: 3","el_7611: 41, el_8033: 6, el_2375: 3",0
"Ni: 41.5, P: 17, Pd: 41.5","el_7611: 41.5, el_4874: 17, el_8322: 41.5",1
"Ni: 41, B: 5, C: 4","el_7611: 41, el_8033: 5, el_2375: 4",0
"Ni: 41, B: 8, C: 1","el_7611: 41, el_8033: 8, el_2375: 1",1
"Ni: 41, B: 9","el_7611: 41, el_8033: 9",1
"Ni: 41, P: 18, Pd: 41","el_7611: 41, el_4874: 18, el_8322: 41",1
"Ni: 41, P: 9","el_7611: 41, el_4874: 9",1
"Ni: 42.5, P: 15, Pd: 42.5","el_7611: 42.5, el_4874: 15, el_8322: 42.5",1
"Ni: 42, B: 7, C: 1","el_7611: 42, el_8033: 7, el_2375: 1",0
"Ni: 43, P: 14, Pd: 43","el_7611: 43, el_4874: 14, el_8322: 43",1
"Ni: 47, Mo: 53","el_7611: 47, el_3373: 53",1
"Ni: 4, B: 1","el_7611: 4, el_8033: 1",0
"Ni: 4, C: 1","el_7611: 4, el_2375: 1",0
"Ni: 4, P: 1","el_7611: 4, el_4874: 1",1
"Ni: 4, P: 5, Pt: 16","el_7611: 4, el_4874: 5, el_4859: 16",1
"Ni: 5, P: 19, Pd: 76","el_7611: 5, el_4874: 19, el_8322: 76",1
"Ni: 52.5, P: 25, Pt: 22.5","el_7611: 52.5, el_4874: 25, el_4859: 22.5",1
"Ni: 53.5, B: 44, C: 2.5","el_7611: 53.5, el_8033: 44, el_2375: 2.5",0
"Ni: 53, B: 41, C: 6","el_7611: 53, el_8033: 41, el_2375: 6",0
"Ni: 55, B: 42.5, C: 2.5","el_7611: 55, el_8033: 42.5, el_2375: 2.5",0
"Ni: 59, Mo: 41","el_7611: 59, el_3373: 41",1
"Ni: 63, P: 20, Pd: 17","el_7611: 63, el_4874: 20, el_8322: 17",1
"Ni: 66.5, B: 17, Mo: 16.5","el_7611: 66.5, el_8033: 17, el_3373: 16.5",1
"Ni: 66.5, B: 17, W: 16.5","el_7611: 66.5, el_8033: 17, el_7486: 16.5",1
"Ni: 67, B: 17, C: 16","el_7611: 67, el_8033: 17, el_2375: 16",0
"Ni: 68.5, B: 17, Mo: 14.5","el_7611: 68.5, el_8033: 17, el_3373: 14.5",1
"Ni: 68.5, B: 17, W: 14.5","el_7611: 68.5, el_8033: 17, el_7486: 14.5",1
"Ni: 68, Mo: 13, P: 19","el_7611: 68, el_3373: 13, el_4874: 19",1
"Ni: 69, Mo: 12, P: 19","el_7611: 69, el_3373: 12, el_4874: 19",1
"Ni: 6, P: 5, Pd: 14","el_7611: 6, el_4874: 5, el_8322: 14",1
"Ni: 6, P: 5, Pt: 14","el_7611: 6, el_4874: 5, el_4859: 14",1
"Ni: 6, P: 5, Pt: 9","el_7611: 6, el_4874: 5, el_4859: 9",1
"Ni: 70.5, B: 17, Mo: 12.5","el_7611: 70.5, el_8033: 17, el_3373: 12.5",1
"Ni: 70.5, B: 17, W: 12.5","el_7611: 70.5, el_8033: 17, el_7486: 12.5",1
"Ni: 71, B: 15, P: 14","el_7611: 71, el_8033: 15, el_4874: 14",1
"Ni: 72, Mo: 9, P: 19","el_7611: 72, el_3373: 9, el_4874: 19",1
"Ni: 73, B: 15, C: 12","el_7611: 73, el_8033: 15, el_2375: 12",0
"Ni: 73, B: 22, C: 5","el_7611: 73, el_8033: 22, el_2375: 5",0
"Ni: 73, Mo: 7, P: 20","el_7611: 73, el_3373: 7, el_4874: 20",1
"Ni: 75, B: 13, C: 12","el_7611: 75, el_8033: 13, el_2375: 12",0
"Ni: 75, B: 17, C: 8","el_7611: 75, el_8033: 17, el_2375: 8",0
"Ni: 75, B: 17, W: 8","el_7611: 75, el_8033: 17, el_7486: 8",1
"Ni: 75, P: 18, W: 7","el_7611: 75, el_4874: 18, el_7486: 7",1
"Ni: 77, B: 13, C: 10","el_7611: 77, el_8033: 13, el_2375: 10",0
"Ni: 77, P: 18, W: 5","el_7611: 77, el_4874: 18, el_7486: 5",1
"Ni: 78.5, B: 11.5, C: 10","el_7611: 78.5, el_8033: 11.5, el_2375: 10",0
"Ni: 7, B: 3","el_7611: 7, el_8033: 3",1
"Ni: 7, B: 1, C: 2","el_7611: 7, el_8033: 1, el_2375: 2",0
"Ni: 7, Mo: 2, C: 1","el_7611: 7, el_3373: 2, el_2375: 1",1
"Ni: 81.5, B: 1.8, P: 16.7","el_7611: 81.5, el_8033: 1.8, el_4874: 16.7",1
"Ni: 81.5, B: 11.1, P: 7.4","el_7611: 81.5, el_8033: 11.1, el_4874: 7.4",1
"Ni: 81.5, B: 12, P: 6.5","el_7611: 81.5, el_8033: 12, el_4874: 6.5",1
"Ni: 81.5, B: 14.8, P: 3.7","el_7611: 81.5, el_8033: 14.8, el_4874: 3.7",1
"Ni: 81.5, B: 15, P: 3.5","el_7611: 81.5, el_8033: 15, el_4874: 3.5",1
"Ni: 81.5, B: 16.7, P: 1.8","el_7611: 81.5, el_8033: 16.7, el_4874: 1.8",1
"Ni: 81.5, B: 17, P: 1.5","el_7611: 81.5, el_8033: 17, el_4874: 1.5",1
"Ni: 81.5, B: 18.5","el_7611: 81.5, el_8033: 18.5",1
"Ni: 81.5, B: 2, P: 16.5","el_7611: 81.5, el_8033: 2, el_4874: 16.5",1
"Ni: 81.5, B: 5.5, P: 13","el_7611: 81.5, el_8033: 5.5, el_4874: 13",1
"Ni: 81.5, P: 18.5","el_7611: 81.5, el_4874: 18.5",1
"Ni: 81, B: 14, C: 5","el_7611: 81, el_8033: 14, el_2375: 5",1
"Ni: 81, P: 19","el_7611: 81, el_4874: 19",1
"Ni: 8, B: 1, C: 1","el_7611: 8, el_8033: 1, el_2375: 1",0
"Ni: 8, B: 1, P: 1","el_7611: 8, el_8033: 1, el_4874: 1",1
"Ni: 8, P: 5, Pd: 12","el_7611: 8, el_4874: 5, el_8322: 12",1
"Ni: 8, P: 5, Pt: 12","el_7611: 8, el_4874: 5, el_4859: 12",0
"Ni: 9, C: 1","el_7611: 9, el_2375: 1",0
"Ni: 9, P: 2, Pd: 9","el_7611: 9, el_4874: 2, el_8322: 9",1
"Ni: 9, P: 5, Pt: 6","el_7611: 9, el_4874: 5, el_4859: 6",1
"Ni: 1, Pd: 1","el_7611: 1, el_8322: 1",1
"Ni: 1, Pd: 4","el_7611: 1, el_8322: 4",1
"P: 19, Ir: 40, Pd: 41","el_4874: 19, el_7311: 40, el_8322: 41",1
"P: 19, Pd: 81","el_4874: 19, el_8322: 81",1
"Pr: 0.3, Zr: 10, Fe: 89.7","el_1103: 0.3, el_5500: 10, el_7694: 89.7",1
"Pr: 36, B: 5, Au: 9","el_1103: 36, el_8033: 5, el_4442: 9",1
"Pr: 3, Zr: 5, Fe: 42","el_1103: 3, el_5500: 5, el_7694: 42",1
"Pr: 67.5, B: 10, Au: 22.5","el_1103: 67.5, el_8033: 10, el_4442: 22.5",1
"Pr: 1, Zr: 5, Fe: 44","el_1103: 1, el_5500: 5, el_7694: 44",0
"Sb: 19.3, Pb: 27.5, Au: 53.2","el_3476: 19.3, el_5427: 27.5, el_4442: 53.2",1
"Sb: 22.5, Pb: 22.5, Au: 55","el_3476: 22.5, el_5427: 22.5, el_4442: 55",1
"Sc: 3, Fe: 1","el_1684: 3, el_7694: 1",1
"Sc: 1, Fe: 9","el_1684: 1, el_7694: 9",1
"Si: 1, B: 3, Mo: 6","el_1995: 1, el_8033: 3, el_3373: 6",0
"Si: 1, Ni: 18, B: 6","el_1995: 1, el_7611: 18, el_8033: 6",1
"Si: 1, Ni: 20, B: 4","el_1995: 1, el_7611: 20, el_8033: 4",0
"Si: 1, Ni: 21, B: 3","el_1995: 1, el_7611: 21, el_8033: 3",0
"Si: 10, B: 17, Mo: 73","el_1995: 10, el_8033: 17, el_3373: 73",1
"Si: 10, Ge: 7, Pd: 83","el_1995: 10, el_6419: 7, el_8322: 83",1
"Si: 10, Ni: 73, B: 17","el_1995: 10, el_7611: 73, el_8033: 17",1
"Si: 11, Ni: 78, B: 11","el_1995: 11, el_7611: 78, el_8033: 11",1
"Si: 11, Pd: 39","el_1995: 11, el_8322: 39",1
"Si: 12.5, B: 17.5, Mo: 70","el_1995: 12.5, el_8033: 17.5, el_3373: 70",1
"Si: 12.5, B: 20, Mo: 67.5","el_1995: 12.5, el_8033: 20, el_3373: 67.5",1
"Si: 12.5, Ni: 75, B: 12.5","el_1995: 12.5, el_7611: 75, el_8033: 12.5",1
"Si: 12, Ni: 67, B: 21","el_1995: 12, el_7611: 67, el_8033: 21",1
"Si: 13, Ge: 3, Pd: 84","el_1995: 13, el_6419: 3, el_8322: 84",1
"Si: 14, Ni: 67, B: 19","el_1995: 14, el_7611: 67, el_8033: 19",0
"Si: 14, Ni: 69, B: 17","el_1995: 14, el_7611: 69, el_8033: 17",1
"Si: 15, Ni: 68, B: 17","el_1995: 15, el_7611: 68, el_8033: 17",1
"Si: 15, Ni: 67.5, C: 17.5","el_1995: 15, el_7611: 67.5, el_2375: 17.5",1
"Si: 15, Ni: 72, B: 13","el_1995: 15, el_7611: 72, el_8033: 13",1
"Si: 15, Pd: 81, Au: 4","el_1995: 15, el_8322: 81, el_4442: 4",1
"Si: 16, Pd: 75, Au: 9","el_1995: 16, el_8322: 75, el_4442: 9",1
"Si: 16.5, Ag: 1.7, Pd: 81.8","el_1995: 16.5, el_3063: 1.7, el_8322: 81.8",1
"Si: 16.5, Ag: 10, Pd: 73.5","el_1995: 16.5, el_3063: 10, el_8322: 73.5",1
"Si: 16.5, Ag: 12.5, Pd: 71","el_1995: 16.5, el_3063: 12.5, el_8322: 71",1
"Si: 16.5, Ag: 15, Pd: 68.5","el_1995: 16.5, el_3063: 15, el_8322: 68.5",1
"Si: 16.5, Ag: 20.9, Pd: 62.6","el_1995: 16.5, el_3063: 20.9, el_8322: 62.6",0
"Si: 16.5, Ag: 4.2, Pd: 79.3","el_1995: 16.5, el_3063: 4.2, el_8322: 79.3",1
"Si: 16.5, Ag: 4.5, Pd: 79","el_1995: 16.5, el_3063: 4.5, el_8322: 79",1
"Si: 16.5, Ag: 4, Pd: 79.5","el_1995: 16.5, el_3063: 4, el_8322: 79.5",1
"Si: 16.5, Ag: 5.5, Pd: 78","el_1995: 16.5, el_3063: 5.5, el_8322: 78",1
"Si: 16.5, Ag: 6.7, Pd: 76.8","el_1995: 16.5, el_3063: 6.7, el_8322: 76.8",1
"Si: 16.5, Ag: 6, Pd: 77.5","el_1995: 16.5, el_3063: 6, el_8322: 77.5",1
"Si: 16.5, Ag: 8.5, Pd: 75","el_1995: 16.5, el_3063: 8.5, el_8322: 75",1
"Si: 16.5, Ni: 1.7, Pd: 81.8","el_1995: 16.5, el_7611: 1.7, el_8322: 81.8",1
"Si: 16.5, Ni: 10, Pd: 73.5","el_1995: 16.5, el_7611: 10, el_8322: 73.5",1
"Si: 16.5, Ni: 11.7, Pd: 71.8","el_1995: 16.5, el_7611: 11.7, el_8322: 71.8",1
"Si: 16.5, Ni: 12.5, Pd: 71","el_1995: 16.5, el_7611: 12.5, el_8322: 71",1
"Si: 16.5, Ni: 15, Pd: 68.5","el_1995: 16.5, el_7611: 15, el_8322: 68.5",1
"Si: 16.5, Ni: 19.2, Pd: 64.3","el_1995: 16.5, el_7611: 19.2, el_8322: 64.3",1
"Si: 16.5, Ni: 20.9, Pd: 62.6","el_1995: 16.5, el_7611: 20.9, el_8322: 62.6",1
"Si: 16.5, Ni: 26.7, Pd: 56.8","el_1995: 16.5, el_7611: 26.7, el_8322: 56.8",1
"Si: 16.5, Ni: 29.2, Pd: 54.3","el_1995: 16.5, el_7611: 29.2, el_8322: 54.3",1
"Si: 16.5, Ni: 35, Pd: 48.5","el_1995: 16.5, el_7611: 35, el_8322: 48.5",1
"Si: 16.5, Ni: 4.2, Pd: 79.3","el_1995: 16.5, el_7611: 4.2, el_8322: 79.3",1
"Si: 16.5, Ni: 40, Pd: 43.5","el_1995: 16.5, el_7611: 40, el_8322: 43.5",1
"Si: 16.5, Ni: 43.4, Pd: 40.1","el_1995: 16.5, el_7611: 43.4, el_8322: 40.1",1
"Si: 16.5, Ni: 50.1, Pd: 33.4","el_1995: 16.5, el_7611: 50.1, el_8322: 33.4",1
"Si: 16.5, Ni: 58.5, Pd: 25","el_1995: 16.5, el_7611: 58.5, el_8322: 25",0
"Si: 16.5, Ni: 6.7, Pd: 76.8","el_1995: 16.5, el_7611: 6.7, el_8322: 76.8",1
"Si: 16.5, Pd: 62.6, Au: 20.9","el_1995: 16.5, el_8322: 62.6, el_4442: 20.9",0
"Si: 16.5, Pd: 68.5, Au: 15","el_1995: 16.5, el_8322: 68.5, el_4442: 15",1
"Si: 16.5, Pd: 71, Au: 12.5","el_1995: 16.5, el_8322: 71, el_4442: 12.5",1
"Si: 16.5, Pd: 73.5, Au: 10","el_1995: 16.5, el_8322: 73.5, el_4442: 10",1
"Si: 16.5, Pd: 76.5, Au: 7","el_1995: 16.5, el_8322: 76.5, el_4442: 7",1
"Si: 16.5, Pd: 76.8, Au: 6.7","el_1995: 16.5, el_8322: 76.8, el_4442: 6.7",1
"Si: 16.5, Pd: 76.8, Rh: 6.7","el_1995: 16.5, el_8322: 76.8, el_6928: 6.7",0
"Si: 16.5, Pd: 76, Au: 7.5","el_1995: 16.5, el_8322: 76, el_4442: 7.5",1
"Si: 16.5, Pd: 77.5, Au: 6","el_1995: 16.5, el_8322: 77.5, el_4442: 6",1
"Si: 16.5, Pd: 78.5, Au: 5","el_1995: 16.5, el_8322: 78.5, el_4442: 5",1
"Si: 16.5, Pd: 79.3, Au: 4.2","el_1995: 16.5, el_8322: 79.3, el_4442: 4.2",1
"Si: 16.5, Pd: 79.3, Rh: 4.2","el_1995: 16.5, el_8322: 79.3, el_6928: 4.2",1
"Si: 16.5, Pd: 79.5, Au: 4","el_1995: 16.5, el_8322: 79.5, el_4442: 4",1
"Si: 16.5, Pd: 80.5, Au: 3","el_1995: 16.5, el_8322: 80.5, el_4442: 3",1
"Si: 16.5, Pd: 80, Au: 3.5","el_1995: 16.5, el_8322: 80, el_4442: 3.5",1
